Temporada_Local,Jornada,Fecha,Tipo_Local,Equipo_Local,Marcador_Local,Marcador_Visitante,Equipo_Visita,Tipo_Visita
2000-2001,34,5/13/2001,Local,Racing de Santander,2,0,Real Oviedo,Visitante
2000-2001,34,5/13/2001,Local,Real Madrid,2,2,Espanyol,Visitante
2000-2001,35,5/18/2001,Local,Valencia,1,0,Athletic Club,Visitante
2000-2001,35,5/19/2001,Local,Alavés,0,1,Barcelona,Visitante
2000-2001,35,5/20/2001,Local,Celta de Vigo,1,1,Numancia,Visitante
2000-2001,35,5/20/2001,Local,Espanyol,0,1,Mallorca,Visitante
2000-2001,35,5/20/2001,Local,Osasuna,3,3,Las Palmas,Visitante
2000-2001,35,5/20/2001,Local,Real Sociedad,4,0,Málaga,Visitante
2000-2001,35,5/20/2001,Local,Rayo Vallecano,0,1,Real Madrid,Visitante
2000-2001,35,5/20/2001,Local,Real Oviedo,2,3,Deportivo de La Coruña,Visitante
2000-2001,35,5/20/2001,Local,Valladolid,1,1,Racing de Santander,Visitante
2000-2001,35,5/20/2001,Local,Real Zaragoza,0,0,Villarreal,Visitante
2000-2001,36,5/26/2001,Local,Las Palmas,0,1,Celta de Vigo,Visitante
2000-2001,36,5/26/2001,Local,Real Madrid,5,0,Alavés,Visitante
2000-2001,36,5/27/2001,Local,Athletic Club,1,3,Málaga,Visitante
2000-2001,36,5/27/2001,Local,Barcelona,0,1,Real Oviedo,Visitante
2000-2001,36,5/27/2001,Local,Deportivo de La Coruña,1,2,Valladolid,Visitante
2000-2001,36,5/27/2001,Local,Mallorca,4,0,Rayo Vallecano,Visitante
2000-2001,36,5/27/2001,Local,Numancia,2,1,Espanyol,Visitante
2000-2001,36,5/27/2001,Local,Racing de Santander,1,1,Valencia,Visitante
2000-2001,36,5/27/2001,Local,Villarreal,2,0,Osasuna,Visitante
2000-2001,36,5/27/2001,Local,Real Zaragoza,1,1,Real Sociedad,Visitante
2000-2001,37,6/10/2001,Local,Athletic Club,1,3,Real Sociedad,Visitante
2000-2001,37,6/10/2001,Local,Celta de Vigo,1,0,Villarreal,Visitante
2000-2001,37,6/10/2001,Local,Alavés,2,4,Mallorca,Visitante
2000-2001,37,6/10/2001,Local,Espanyol,3,2,Las Palmas,Visitante
2000-2001,37,6/10/2001,Local,Málaga,2,1,Racing de Santander,Visitante
2000-2001,37,6/10/2001,Local,Osasuna,1,0,Real Zaragoza,Visitante
2000-2001,37,6/10/2001,Local,Rayo Vallecano,2,1,Numancia,Visitante
2000-2001,37,6/10/2001,Local,Real Oviedo,1,1,Real Madrid,Visitante
2000-2001,37,6/10/2001,Local,Valencia,0,1,Deportivo de La Coruña,Visitante
2000-2001,37,6/10/2001,Local,Valladolid,2,2,Barcelona,Visitante
2000-2001,38,6/16/2001,Local,Las Palmas,1,0,Rayo Vallecano,Visitante
2000-2001,38,6/16/2001,Local,Numancia,2,1,Alavés,Visitante
2000-2001,38,6/16/2001,Local,Racing de Santander,3,0,Athletic Club,Visitante
2000-2001,38,6/16/2001,Local,Villarreal,4,0,Espanyol,Visitante
2000-2001,38,6/17/2001,Local,Barcelona,3,2,Valencia,Visitante
2000-2001,38,6/17/2001,Local,Deportivo de La Coruña,4,0,Málaga,Visitante
2000-2001,38,6/17/2001,Local,Mallorca,4,2,Real Oviedo,Visitante
2000-2001,38,6/17/2001,Local,Real Sociedad,0,1,Osasuna,Visitante
2000-2001,38,6/17/2001,Local,Real Madrid,2,1,Valladolid,Visitante
2000-2001,38,6/17/2001,Local,Real Zaragoza,1,1,Celta de Vigo,Visitante
2001-2002,1,8/25/2001,Local,Valencia,1,0,Real Madrid,Visitante
2001-2002,1,8/26/2001,Local,Deportivo de La Coruña,4,0,Valladolid,Visitante
2001-2002,1,8/26/2001,Local,Espanyol,2,1,Real Zaragoza,Visitante
2001-2002,1,8/26/2001,Local,Málaga,3,2,Betis,Visitante
2001-2002,1,8/26/2001,Local,Mallorca,0,3,Las Palmas,Visitante
2001-2002,1,8/26/2001,Local,Osasuna,0,3,Celta de Vigo,Visitante
2001-2002,1,8/26/2001,Local,Real Sociedad,1,3,Athletic Club,Visitante
2001-2002,1,8/26/2001,Local,Rayo Vallecano,1,2,Villarreal,Visitante
2001-2002,1,8/26/2001,Local,Sevilla,1,2,Barcelona,Visitante
2001-2002,1,8/26/2001,Local,Tenerife,0,2,Alavés,Visitante
2001-2002,2,8/9/2001,Local,Athletic Club,0,1,Mallorca,Visitante
2001-2002,2,8/9/2001,Local,Las Palmas,0,1,Deportivo de La Coruña,Visitante
2001-2002,2,8/9/2001,Local,Real Madrid,1,1,Málaga,Visitante
2001-2002,2,8/9/2001,Local,Villarreal,3,0,Osasuna,Visitante
2001-2002,2,9/9/2001,Local,Barcelona,1,1,Rayo Vallecano,Visitante
2001-2002,2,9/9/2001,Local,Betis,2,0,Espanyol,Visitante
2001-2002,2,9/9/2001,Local,Celta de Vigo,3,0,Tenerife,Visitante
2001-2002,2,9/9/2001,Local,Alavés,2,0,Real Sociedad,Visitante
2001-2002,2,9/9/2001,Local,Valladolid,1,1,Valencia,Visitante
2001-2002,2,9/9/2001,Local,Real Zaragoza,1,1,Sevilla,Visitante
2001-2002,3,9/15/2001,Local,Betis,3,1,Real Madrid,Visitante
2001-2002,3,9/15/2001,Local,Deportivo de La Coruña,1,2,Athletic Club,Visitante
2001-2002,3,9/15/2001,Local,Mallorca,0,0,Alavés,Visitante
2001-2002,3,9/15/2001,Local,Osasuna,0,0,Barcelona,Visitante
2001-2002,3,9/16/2001,Local,Espanyol,2,3,Sevilla,Visitante
2001-2002,3,9/16/2001,Local,Málaga,1,2,Valladolid,Visitante
2001-2002,3,9/16/2001,Local,Real Sociedad,0,0,Celta de Vigo,Visitante
2001-2002,3,9/16/2001,Local,Rayo Vallecano,1,2,Real Zaragoza,Visitante
2001-2002,3,9/16/2001,Local,Tenerife,2,0,Villarreal,Visitante
2001-2002,3,9/16/2001,Local,Valencia,1,0,Las Palmas,Visitante
2001-2002,4,9/22/2001,Local,Barcelona,2,0,Tenerife,Visitante
2001-2002,4,9/22/2001,Local,Alavés,2,3,Deportivo de La Coruña,Visitante
2001-2002,4,9/22/2001,Local,Las Palmas,0,0,Málaga,Visitante
2001-2002,4,9/22/2001,Local,Real Madrid,5,1,Espanyol,Visitante
2001-2002,4,9/22/2001,Local,Villarreal,1,0,Real Sociedad,Visitante
2001-2002,4,9/23/2001,Local,Athletic Club,2,2,Valencia,Visitante
2001-2002,4,9/23/2001,Local,Celta de Vigo,2,0,Mallorca,Visitante
2001-2002,4,9/23/2001,Local,Sevilla,2,1,Rayo Vallecano,Visitante
2001-2002,4,9/23/2001,Local,Valladolid,0,2,Betis,Visitante
2001-2002,4,9/23/2001,Local,Real Zaragoza,0,1,Osasuna,Visitante
2001-2002,5,9/29/2001,Local,Espanyol,3,1,Rayo Vallecano,Visitante
2001-2002,5,9/29/2001,Local,Málaga,1,2,Athletic Club,Visitante
2001-2002,5,9/29/2001,Local,Real Sociedad,0,2,Barcelona,Visitante
2001-2002,5,9/29/2001,Local,Real Madrid,2,2,Valladolid,Visitante
2001-2002,5,9/30/2001,Local,Betis,1,0,Las Palmas,Visitante
2001-2002,5,9/30/2001,Local,Deportivo de La Coruña,2,2,Celta de Vigo,Visitante
2001-2002,5,9/30/2001,Local,Mallorca,0,1,Villarreal,Visitante
2001-2002,5,9/30/2001,Local,Osasuna,1,0,Sevilla,Visitante
2001-2002,5,9/30/2001,Local,Tenerife,0,0,Real Zaragoza,Visitante
2001-2002,5,9/30/2001,Local,Valencia,0,0,Alavés,Visitante
2001-2002,6,3/10/2001,Local,Athletic Club,0,0,Betis,Visitante
2001-2002,6,3/10/2001,Local,Barcelona,3,0,Mallorca,Visitante
2001-2002,6,3/10/2001,Local,Alavés,1,0,Málaga,Visitante
2001-2002,6,3/10/2001,Local,Las Palmas,4,2,Real Madrid,Visitante
2001-2002,6,3/10/2001,Local,Rayo Vallecano,0,1,Osasuna,Visitante
2001-2002,6,3/10/2001,Local,Sevilla,2,0,Tenerife,Visitante
2001-2002,6,3/10/2001,Local,Valladolid,0,1,Espanyol,Visitante
2001-2002,6,3/10/2001,Local,Villarreal,1,1,Deportivo de La Coruña,Visitante
2001-2002,6,3/10/2001,Local,Real Zaragoza,3,2,Real Sociedad,Visitante
2001-2002,6,4/10/2001,Local,Celta de Vigo,1,1,Valencia,Visitante
2001-2002,7,6/10/2001,Local,Deportivo de La Coruña,2,1,Barcelona,Visitante
2001-2002,7,6/10/2001,Local,Real Madrid,2,0,Athletic Club,Visitante
2001-2002,7,7/10/2001,Local,Betis,1,0,Alavés,Visitante
2001-2002,7,7/10/2001,Local,Espanyol,1,1,Osasuna,Visitante
2001-2002,7,7/10/2001,Local,Málaga,2,2,Celta de Vigo,Visitante
2001-2002,7,7/10/2001,Local,Mallorca,0,1,Real Zaragoza,Visitante
2001-2002,7,7/10/2001,Local,Real Sociedad,3,3,Sevilla,Visitante
2001-2002,7,7/10/2001,Local,Tenerife,3,1,Rayo Vallecano,Visitante
2001-2002,7,7/10/2001,Local,Valencia,1,0,Villarreal,Visitante
2001-2002,7,7/10/2001,Local,Valladolid,1,0,Las Palmas,Visitante
2001-2002,8,10/13/2001,Local,Alavés,0,0,Real Madrid,Visitante
2001-2002,8,10/13/2001,Local,Sevilla,2,2,Mallorca,Visitante
2001-2002,8,10/13/2001,Local,Real Zaragoza,1,2,Deportivo de La Coruña,Visitante
2001-2002,8,10/14/2001,Local,Athletic Club,1,4,Valladolid,Visitante
2001-2002,8,10/14/2001,Local,Barcelona,2,2,Valencia,Visitante
2001-2002,8,10/14/2001,Local,Celta de Vigo,3,1,Betis,Visitante
2001-2002,8,10/14/2001,Local,Las Palmas,2,0,Espanyol,Visitante
2001-2002,8,10/14/2001,Local,Osasuna,0,2,Tenerife,Visitante
2001-2002,8,10/14/2001,Local,Rayo Vallecano,2,1,Real Sociedad,Visitante
2001-2002,8,10/14/2001,Local,Villarreal,1,2,Málaga,Visitante
2001-2002,9,10/20/2001,Local,Betis,1,1,Villarreal,Visitante
2001-2002,9,10/20/2001,Local,Deportivo de La Coruña,1,0,Sevilla,Visitante
2001-2002,9,10/20/2001,Local,Las Palmas,1,1,Athletic Club,Visitante
2001-2002,9,10/20/2001,Local,Málaga,1,1,Barcelona,Visitante
2001-2002,9,10/20/2001,Local,Real Sociedad,2,1,Osasuna,Visitante
2001-2002,9,10/21/2001,Local,Espanyol,2,0,Tenerife,Visitante
2001-2002,9,10/21/2001,Local,Mallorca,3,0,Rayo Vallecano,Visitante
2001-2002,9,10/21/2001,Local,Real Madrid,1,1,Celta de Vigo,Visitante
2001-2002,9,10/21/2001,Local,Valencia,2,0,Real Zaragoza,Visitante
2001-2002,9,10/21/2001,Local,Valladolid,1,3,Alavés,Visitante
2001-2002,10,10/27/2001,Local,Barcelona,3,0,Betis,Visitante
2001-2002,10,10/27/2001,Local,Osasuna,4,0,Mallorca,Visitante
2001-2002,10,10/27/2001,Local,Rayo Vallecano,2,1,Deportivo de La Coruña,Visitante
2001-2002,10,10/27/2001,Local,Tenerife,0,1,Real Sociedad,Visitante
2001-2002,10,10/27/2001,Local,Villarreal,2,3,Real Madrid,Visitante
2001-2002,10,10/28/2001,Local,Athletic Club,1,1,Espanyol,Visitante
2001-2002,10,10/28/2001,Local,Celta de Vigo,1,1,Valladolid,Visitante
2001-2002,10,10/28/2001,Local,Alavés,1,0,Las Palmas,Visitante
2001-2002,10,10/28/2001,Local,Sevilla,1,1,Valencia,Visitante
2001-2002,10,10/28/2001,Local,Real Zaragoza,0,2,Málaga,Visitante
2001-2002,11,3/11/2001,Local,Athletic Club,2,1,Alavés,Visitante
2001-2002,11,4/11/2001,Local,Betis,0,1,Real Zaragoza,Visitante
2001-2002,11,4/11/2001,Local,Deportivo de La Coruña,5,1,Osasuna,Visitante
2001-2002,11,4/11/2001,Local,Espanyol,1,2,Real Sociedad,Visitante
2001-2002,11,4/11/2001,Local,Las Palmas,4,2,Celta de Vigo,Visitante
2001-2002,11,4/11/2001,Local,Málaga,1,3,Sevilla,Visitante
2001-2002,11,4/11/2001,Local,Mallorca,2,0,Tenerife,Visitante
2001-2002,11,4/11/2001,Local,Real Madrid,2,0,Barcelona,Visitante
2001-2002,11,4/11/2001,Local,Valencia,2,1,Rayo Vallecano,Visitante
2001-2002,11,4/11/2001,Local,Valladolid,1,0,Villarreal,Visitante
2001-2002,12,10/11/2001,Local,Sevilla,0,0,Betis,Visitante
2001-2002,12,11/11/2001,Local,Barcelona,4,0,Valladolid,Visitante
2001-2002,12,11/11/2001,Local,Celta de Vigo,2,3,Athletic Club,Visitante
2001-2002,12,11/11/2001,Local,Alavés,2,1,Espanyol,Visitante
2001-2002,12,11/11/2001,Local,Osasuna,0,0,Valencia,Visitante
2001-2002,12,11/11/2001,Local,Real Sociedad,1,2,Mallorca,Visitante
2001-2002,12,11/11/2001,Local,Rayo Vallecano,3,0,Málaga,Visitante
2001-2002,12,11/11/2001,Local,Tenerife,3,1,Deportivo de La Coruña,Visitante
2001-2002,12,11/11/2001,Local,Villarreal,2,0,Las Palmas,Visitante
2001-2002,12,11/11/2001,Local,Real Zaragoza,2,1,Real Madrid,Visitante
2001-2002,13,11/17/2001,Local,Deportivo de La Coruña,3,1,Real Sociedad,Visitante
2001-2002,13,11/17/2001,Local,Las Palmas,0,0,Barcelona,Visitante
2001-2002,13,11/17/2001,Local,Real Madrid,2,1,Sevilla,Visitante
2001-2002,13,11/18/2001,Local,Athletic Club,0,0,Villarreal,Visitante
2001-2002,13,11/18/2001,Local,Betis,2,0,Rayo Vallecano,Visitante
2001-2002,13,11/18/2001,Local,Alavés,1,0,Celta de Vigo,Visitante
2001-2002,13,11/18/2001,Local,Espanyol,2,1,Mallorca,Visitante
2001-2002,13,11/18/2001,Local,Málaga,2,1,Osasuna,Visitante
2001-2002,13,11/18/2001,Local,Valencia,0,0,Tenerife,Visitante
2001-2002,13,11/18/2001,Local,Valladolid,2,0,Real Zaragoza,Visitante
2001-2002,14,11/24/2001,Local,Barcelona,1,2,Athletic Club,Visitante
2001-2002,14,11/25/2001,Local,Celta de Vigo,4,1,Espanyol,Visitante
2001-2002,14,11/25/2001,Local,Mallorca,4,1,Deportivo de La Coruña,Visitante
2001-2002,14,11/25/2001,Local,Osasuna,1,2,Betis,Visitante
2001-2002,14,11/25/2001,Local,Real Sociedad,2,0,Valencia,Visitante
2001-2002,14,11/25/2001,Local,Rayo Vallecano,0,3,Real Madrid,Visitante
2001-2002,14,11/25/2001,Local,Sevilla,4,0,Valladolid,Visitante
2001-2002,14,11/25/2001,Local,Tenerife,1,0,Málaga,Visitante
2001-2002,14,11/25/2001,Local,Villarreal,1,0,Alavés,Visitante
2001-2002,14,11/25/2001,Local,Real Zaragoza,2,1,Las Palmas,Visitante
2001-2002,15,1/12/2001,Local,Alavés,2,0,Barcelona,Visitante
2001-2002,15,1/12/2001,Local,Espanyol,1,0,Deportivo de La Coruña,Visitante
2001-2002,15,1/12/2001,Local,Real Madrid,2,1,Osasuna,Visitante
2001-2002,15,1/12/2001,Local,Valencia,1,1,Mallorca,Visitante
2001-2002,15,2/12/2001,Local,Athletic Club,2,1,Real Zaragoza,Visitante
2001-2002,15,2/12/2001,Local,Betis,1,0,Tenerife,Visitante
2001-2002,15,2/12/2001,Local,Celta de Vigo,3,1,Villarreal,Visitante
2001-2002,15,2/12/2001,Local,Las Palmas,1,0,Sevilla,Visitante
2001-2002,15,2/12/2001,Local,Málaga,1,0,Real Sociedad,Visitante
2001-2002,15,2/12/2001,Local,Valladolid,3,1,Rayo Vallecano,Visitante
2001-2002,16,8/12/2001,Local,Sevilla,3,3,Athletic Club,Visitante
2001-2002,16,8/12/2001,Local,Tenerife,0,2,Real Madrid,Visitante
2001-2002,16,9/12/2001,Local,Barcelona,2,2,Celta de Vigo,Visitante
2001-2002,16,9/12/2001,Local,Deportivo de La Coruña,1,0,Valencia,Visitante
2001-2002,16,9/12/2001,Local,Mallorca,1,1,Málaga,Visitante
2001-2002,16,9/12/2001,Local,Osasuna,1,0,Valladolid,Visitante
2001-2002,16,9/12/2001,Local,Real Sociedad,0,0,Betis,Visitante
2001-2002,16,9/12/2001,Local,Rayo Vallecano,0,0,Las Palmas,Visitante
2001-2002,16,9/12/2001,Local,Villarreal,1,1,Espanyol,Visitante
2001-2002,16,9/12/2001,Local,Real Zaragoza,0,2,Alavés,Visitante
2001-2002,17,12/15/2001,Local,Espanyol,2,3,Valencia,Visitante
2001-2002,17,12/15/2001,Local,Las Palmas,1,1,Osasuna,Visitante
2001-2002,17,12/15/2001,Local,Real Madrid,3,1,Real Sociedad,Visitante
2001-2002,17,12/16/2001,Local,Athletic Club,1,1,Rayo Vallecano,Visitante
2001-2002,17,12/16/2001,Local,Betis,1,0,Mallorca,Visitante
2001-2002,17,12/16/2001,Local,Celta de Vigo,2,0,Real Zaragoza,Visitante
2001-2002,17,12/16/2001,Local,Alavés,0,1,Sevilla,Visitante
2001-2002,17,12/16/2001,Local,Málaga,1,1,Deportivo de La Coruña,Visitante
2001-2002,17,12/16/2001,Local,Valladolid,0,0,Tenerife,Visitante
2001-2002,17,12/16/2001,Local,Villarreal,0,1,Barcelona,Visitante
2001-2002,18,12/22/2001,Local,Deportivo de La Coruña,2,0,Betis,Visitante
2001-2002,18,12/22/2001,Local,Espanyol,2,0,Barcelona,Visitante
2001-2002,18,12/22/2001,Local,Real Sociedad,6,0,Valladolid,Visitante
2001-2002,18,12/22/2001,Local,Sevilla,0,1,Celta de Vigo,Visitante
2001-2002,18,12/22/2001,Local,Tenerife,1,3,Las Palmas,Visitante
2001-2002,18,12/22/2001,Local,Valencia,2,1,Málaga,Visitante
2001-2002,18,12/23/2001,Local,Mallorca,1,1,Real Madrid,Visitante
2001-2002,18,12/23/2001,Local,Osasuna,0,1,Athletic Club,Visitante
2001-2002,18,12/23/2001,Local,Real Zaragoza,3,2,Villarreal,Visitante
2001-2002,18,1/23/2002,Local,Rayo Vallecano,2,0,Alavés,Visitante
2001-2002,19,5/1/2002,Local,Celta de Vigo,2,2,Rayo Vallecano,Visitante
2001-2002,19,5/1/2002,Local,Las Palmas,0,0,Real Sociedad,Visitante
2001-2002,19,5/1/2002,Local,Real Madrid,3,1,Deportivo de La Coruña,Visitante
2001-2002,19,5/1/2002,Local,Villarreal,0,2,Sevilla,Visitante
2001-2002,19,6/1/2002,Local,Athletic Club,1,2,Tenerife,Visitante
2001-2002,19,6/1/2002,Local,Barcelona,2,0,Real Zaragoza,Visitante
2001-2002,19,6/1/2002,Local,Betis,1,3,Valencia,Visitante
2001-2002,19,6/1/2002,Local,Alavés,0,2,Osasuna,Visitante
2001-2002,19,6/1/2002,Local,Málaga,2,0,Espanyol,Visitante
2001-2002,19,6/1/2002,Local,Valladolid,2,1,Mallorca,Visitante
2001-2002,20,12/1/2002,Local,Athletic Club,2,1,Real Sociedad,Visitante
2001-2002,20,12/1/2002,Local,Villarreal,1,1,Rayo Vallecano,Visitante
2001-2002,20,1/13/2002,Local,Barcelona,3,1,Sevilla,Visitante
2001-2002,20,1/13/2002,Local,Betis,1,1,Málaga,Visitante
2001-2002,20,1/13/2002,Local,Celta de Vigo,1,1,Osasuna,Visitante
2001-2002,20,1/13/2002,Local,Alavés,1,0,Tenerife,Visitante
2001-2002,20,1/13/2002,Local,Las Palmas,3,1,Mallorca,Visitante
2001-2002,20,1/13/2002,Local,Real Madrid,1,0,Valencia,Visitante
2001-2002,20,1/13/2002,Local,Valladolid,3,0,Deportivo de La Coruña,Visitante
2001-2002,20,1/13/2002,Local,Real Zaragoza,0,0,Espanyol,Visitante
2001-2002,21,1/19/2002,Local,Málaga,1,1,Real Madrid,Visitante
2001-2002,21,1/19/2002,Local,Real Sociedad,1,2,Alavés,Visitante
2001-2002,21,1/20/2002,Local,Deportivo de La Coruña,1,0,Las Palmas,Visitante
2001-2002,21,1/20/2002,Local,Espanyol,1,1,Betis,Visitante
2001-2002,21,1/20/2002,Local,Mallorca,3,0,Athletic Club,Visitante
2001-2002,21,1/20/2002,Local,Osasuna,2,2,Villarreal,Visitante
2001-2002,21,1/20/2002,Local,Rayo Vallecano,2,1,Barcelona,Visitante
2001-2002,21,1/20/2002,Local,Sevilla,4,2,Real Zaragoza,Visitante
2001-2002,21,1/20/2002,Local,Tenerife,1,1,Celta de Vigo,Visitante
2001-2002,21,1/20/2002,Local,Valencia,1,2,Valladolid,Visitante
2001-2002,22,1/26/2002,Local,Celta de Vigo,3,1,Real Sociedad,Visitante
2001-2002,22,1/26/2002,Local,Las Palmas,0,1,Valencia,Visitante
2001-2002,22,1/27/2002,Local,Athletic Club,1,1,Deportivo de La Coruña,Visitante
2001-2002,22,1/27/2002,Local,Barcelona,0,1,Osasuna,Visitante
2001-2002,22,1/27/2002,Local,Alavés,0,4,Mallorca,Visitante
2001-2002,22,1/27/2002,Local,Real Madrid,1,1,Betis,Visitante
2001-2002,22,1/27/2002,Local,Sevilla,3,0,Espanyol,Visitante
2001-2002,22,1/27/2002,Local,Valladolid,0,0,Málaga,Visitante
2001-2002,22,1/27/2002,Local,Villarreal,2,1,Tenerife,Visitante
2001-2002,22,1/27/2002,Local,Real Zaragoza,3,2,Rayo Vallecano,Visitante
2001-2002,23,2/2/2002,Local,Deportivo de La Coruña,0,1,Alavés,Visitante
2001-2002,23,2/2/2002,Local,Mallorca,0,1,Celta de Vigo,Visitante
2001-2002,23,2/2/2002,Local,Real Sociedad,2,1,Villarreal,Visitante
2001-2002,23,2/2/2002,Local,Rayo Vallecano,2,1,Sevilla,Visitante
2001-2002,23,2/2/2002,Local,Tenerife,0,6,Barcelona,Visitante
2001-2002,23,3/2/2002,Local,Betis,2,0,Valladolid,Visitante
2001-2002,23,3/2/2002,Local,Espanyol,2,1,Real Madrid,Visitante
2001-2002,23,3/2/2002,Local,Málaga,1,1,Las Palmas,Visitante
2001-2002,23,3/2/2002,Local,Osasuna,0,0,Real Zaragoza,Visitante
2001-2002,23,3/2/2002,Local,Valencia,2,1,Athletic Club,Visitante
2001-2002,24,5/2/2002,Local,Celta de Vigo,0,2,Deportivo de La Coruña,Visitante
2001-2002,24,6/2/2002,Local,Athletic Club,3,2,Málaga,Visitante
2001-2002,24,6/2/2002,Local,Barcelona,2,0,Real Sociedad,Visitante
2001-2002,24,6/2/2002,Local,Alavés,1,2,Valencia,Visitante
2001-2002,24,6/2/2002,Local,Las Palmas,0,0,Betis,Visitante
2001-2002,24,6/2/2002,Local,Rayo Vallecano,2,2,Espanyol,Visitante
2001-2002,24,6/2/2002,Local,Sevilla,0,0,Osasuna,Visitante
2001-2002,24,6/2/2002,Local,Valladolid,2,1,Real Madrid,Visitante
2001-2002,24,6/2/2002,Local,Villarreal,2,1,Mallorca,Visitante
2001-2002,24,6/2/2002,Local,Real Zaragoza,1,1,Tenerife,Visitante
2001-2002,25,9/2/2002,Local,Mallorca,0,0,Barcelona,Visitante
2001-2002,25,9/2/2002,Local,Valencia,0,0,Celta de Vigo,Visitante
2001-2002,25,10/2/2002,Local,Betis,1,1,Athletic Club,Visitante
2001-2002,25,10/2/2002,Local,Deportivo de La Coruña,0,0,Villarreal,Visitante
2001-2002,25,10/2/2002,Local,Espanyol,1,0,Valladolid,Visitante
2001-2002,25,10/2/2002,Local,Málaga,1,0,Alavés,Visitante
2001-2002,25,10/2/2002,Local,Osasuna,1,0,Rayo Vallecano,Visitante
2001-2002,25,10/2/2002,Local,Real Sociedad,3,1,Real Zaragoza,Visitante
2001-2002,25,10/2/2002,Local,Real Madrid,7,0,Las Palmas,Visitante
2001-2002,25,10/2/2002,Local,Tenerife,1,1,Sevilla,Visitante
2001-2002,26,2/16/2002,Local,Athletic Club,2,1,Real Madrid,Visitante
2001-2002,26,2/16/2002,Local,Barcelona,3,2,Deportivo de La Coruña,Visitante
2001-2002,26,2/16/2002,Local,Villarreal,1,1,Valencia,Visitante
2001-2002,26,2/17/2002,Local,Celta de Vigo,0,0,Málaga,Visitante
2001-2002,26,2/17/2002,Local,Alavés,0,1,Betis,Visitante
2001-2002,26,2/17/2002,Local,Las Palmas,1,1,Valladolid,Visitante
2001-2002,26,2/17/2002,Local,Osasuna,1,1,Espanyol,Visitante
2001-2002,26,2/17/2002,Local,Rayo Vallecano,2,0,Tenerife,Visitante
2001-2002,26,2/17/2002,Local,Sevilla,0,1,Real Sociedad,Visitante
2001-2002,26,2/17/2002,Local,Real Zaragoza,1,0,Mallorca,Visitante
2001-2002,27,2/23/2002,Local,Deportivo de La Coruña,1,0,Real Zaragoza,Visitante
2001-2002,27,2/23/2002,Local,Real Madrid,3,1,Alavés,Visitante
2001-2002,27,2/23/2002,Local,Valencia,2,0,Barcelona,Visitante
2001-2002,27,2/24/2002,Local,Betis,4,1,Celta de Vigo,Visitante
2001-2002,27,2/24/2002,Local,Espanyol,3,1,Las Palmas,Visitante
2001-2002,27,2/24/2002,Local,Málaga,2,1,Villarreal,Visitante
2001-2002,27,2/24/2002,Local,Mallorca,0,4,Sevilla,Visitante
2001-2002,27,2/24/2002,Local,Real Sociedad,2,2,Rayo Vallecano,Visitante
2001-2002,27,2/24/2002,Local,Tenerife,3,1,Osasuna,Visitante
2001-2002,27,2/24/2002,Local,Valladolid,2,0,Athletic Club,Visitante
2001-2002,28,2/3/2002,Local,Celta de Vigo,0,1,Real Madrid,Visitante
2001-2002,28,2/3/2002,Local,Sevilla,0,1,Deportivo de La Coruña,Visitante
2001-2002,28,2/3/2002,Local,Villarreal,1,1,Betis,Visitante
2001-2002,28,3/3/2002,Local,Athletic Club,3,1,Las Palmas,Visitante
2001-2002,28,3/3/2002,Local,Barcelona,5,1,Málaga,Visitante
2001-2002,28,3/3/2002,Local,Alavés,3,1,Valladolid,Visitante
2001-2002,28,3/3/2002,Local,Osasuna,1,1,Real Sociedad,Visitante
2001-2002,28,3/3/2002,Local,Rayo Vallecano,0,2,Mallorca,Visitante
2001-2002,28,3/3/2002,Local,Tenerife,1,1,Espanyol,Visitante
2001-2002,28,3/3/2002,Local,Real Zaragoza,0,1,Valencia,Visitante
2001-2002,29,9/3/2002,Local,Betis,2,1,Barcelona,Visitante
2001-2002,29,9/3/2002,Local,Deportivo de La Coruña,1,1,Rayo Vallecano,Visitante
2001-2002,29,9/3/2002,Local,Las Palmas,2,1,Alavés,Visitante
2001-2002,29,9/3/2002,Local,Real Madrid,3,0,Villarreal,Visitante
2001-2002,29,10/3/2002,Local,Espanyol,2,0,Athletic Club,Visitante
2001-2002,29,10/3/2002,Local,Málaga,2,1,Real Zaragoza,Visitante
2001-2002,29,10/3/2002,Local,Mallorca,4,2,Osasuna,Visitante
2001-2002,29,10/3/2002,Local,Real Sociedad,0,2,Tenerife,Visitante
